STwardcode,POLY_ID,O,E,SMR,RR.HET,resRR.HET,probaresRR.HET
00AUGK,357,36,24.45626611,1.472015386,1.31700705,1.337188075,0.9655
00AUGL,358,32,22.95052295,1.394303741,1.246249925,1.26532725,0.9235
00AUGM,359,31,25.19882155,1.23021626,1.149956525,1.167616975,0.82475
00AUGN,360,26,21.36945172,1.216690083,1.134194475,1.151649725,0.79575
00AWFY,361,23,25.05672468,0.917917257,0.948438725,0.9629283,0.38475
00AWFZ,362,14,28.72465956,0.487386107,0.68036095,0.690747675,0.0095
00AWGA,363,9,22.01664762,0.40878158,0.6689233,0.679108275,0.01225
00AWGB,364,23,18.0450681,1.274586489,1.15758165,1.175353775,0.81275
00AWGC,365,7,19.58415644,0.357431785,0.661976175,0.6721034,0.01325
00AWGD,366,29,29.10525672,0.996383584,0.9990742,1.0143831,0.50875
00AWGE,367,9,20.18925489,0.445781682,0.69854105,0.709185275,0.0225
00AWGF,368,23,22.66637579,1.014718904,1.007193225,1.022636725,0.52325
00AWGG,369,27,34.15879629,0.790425979,0.849606975,0.862632275,0.14575
00AWGH,370,15,22.94523408,0.653730528,0.796544925,0.808701225,0.093
00AWGJ,371,25,25.99273313,0.961807282,0.978991275,0.9940283,0.4665
00AWGK,372,26,21.98561521,1.182591424,1.109593725,1.126581225,0.749
00AWGL,373,19,20.73123668,0.916491394,0.945605875,0.960028,0.38125
00AWGM,374,11,21.77854168,0.505084324,0.723860225,0.73492015,0.0365
00AWGN,375,15,20.36508367,0.736554793,0.854239625,0.867325975,0.18625
00AWGP,376,34,38.80861838,0.876094059,0.9072794,0.921193,0.2605
00AWGQ,377,29,24.12368557,1.202138037,1.1298791,1.14722225,0.78925
00AWGR,378,17,23.29375445,0.729809359,0.8335306,0.846299075,0.1505
00AXFX,379,13,27.17916407,0.478307573,0.68373435,0.69414845,0.01275
00AXFY,380,34,28.95529505,1.174223918,1.118084625,1.13522315,0.787
00AXFZ,381,18,26.19692067,0.687103657,0.8058454,0.818201675,0.1035
00AXGA,382,20,19.48701727,1.026324333,1.01146015,1.0269781,0.53425
00AXGB,383,24,26.37989535,0.909783746,0.94333055,0.9577954,0.36925
00AXGC,384,19,25.59348309,0.742376485,0.839780825,0.8526285,0.15275
00AXGD,385,19,29.81090641,0.637350631,0.768213125,0.779971425,0.053
00AXGE,386,23,25.45731548,0.90347311,0.934353525,0.948635,0.348
00AXGF,387,30,20.98812382,1.429379789,1.265682825,1.2850452,0.932
00AXGG,388,36,19.15683775,1.87922456,1.547118875,1.57082235,0.9975
00AXGH,389,17,28.44934035,0.597553398,0.7422204,0.753574675,0.0365
00AXGJ,390,29,31.87823583,0.909711571,0.940988575,0.955317225,0.36475
00AXGK,391,17,19.17213882,0.886703365,0.9354539,0.949755475,0.358
00AXGL,392,16,29.01997783,0.551344322,0.7177073,0.728669825,0.0215
00AXGM,393,27,26.32034031,1.025822603,1.01933355,1.034969475,0.56275
00AXGN,394,15,24.27492806,0.617921502,0.7714551,0.783234575,0.0725
00AYFZ,395,30,18.66682242,1.607129448,1.3639292,1.384786725,0.9675
00AYGA,396,31,24.26143188,1.277748162,1.178634975,1.196668375,0.86425
00AYGB,397,31,20.62191309,1.503255293,1.305924425,1.325971,0.96
00AYGC,398,29,22.47718653,1.290197061,1.182130675,1.200262775,0.86575
00AYGD,399,36,25.63009667,1.404598682,1.271564825,1.291064525,0.94775
00AYGE,400,21,24.38230508,0.86128034,0.913425325,0.92735745,0.299
00AYGF,401,36,24.69443495,1.457818333,1.300024125,1.319929,0.9595
00AYGG,402,32,23.13443029,1.383219712,1.237778975,1.25674675,0.91725
00AYGH,403,42,28.71626587,1.462585706,1.3165546,1.336802225,0.9725
00AYGJ,404,26,25.73004729,1.01049173,1.004596525,1.01998485,0.52475
00AYGK,405,22,23.59955681,0.932220896,0.95240695,0.966991925,0.3925
00AYGL,406,30,29.28719413,1.024338483,1.0173448,1.0328942,0.56225
00AYGM,407,33,22.40991859,1.472562244,1.301808625,1.32176565,0.95275
00AYGN,408,28,24.10512939,1.161578498,1.1032043,1.12010775,0.756
00AYGP,409,33,26.6961664,1.236132541,1.1567406,1.174465225,0.84075
00AYGQ,410,35,29.68186317,1.17917126,1.122498525,1.1396627,0.7955
00AYGR,411,30,23.83639766,1.258579439,1.168766775,1.186646375,0.85075
00AYGS,412,20,20.83732701,0.959816007,0.97828555,0.99320965,0.46175
00AYGT,413,30,27.28759718,1.099400574,1.065606025,1.081958575,0.677
00AYGU,414,33,25.26421937,1.306195118,1.196218,1.21452715,0.89025
00AYGW,415,36,25.09976384,1.434276443,1.2848616,1.30453115,0.9585
00AZGD,416,64,34.09828897,1.876927023,1.665693,1.6913315,1
00AZGE,417,38,31.07289448,1.222930809,1.157443075,1.17516765,0.856
00AZGF,418,26,26.1776829,0.993212428,0.9945187,1.00981485,0.4995
00AZGG,419,29,35.42615041,0.818604327,0.8745699,0.8879752,0.18475
00AZGH,420,29,29.00001303,0.999999551,0.997414325,1.012686325,0.51
00AZGJ,421,57,39.88258216,1.429195326,1.32832445,1.34871935,0.98875
00AZGK,422,32,22.51110515,1.421520613,1.270513825,1.28996725,0.938
00AZGL,423,36,28.39569914,1.267797627,1.184804725,1.202938075,0.88825
00AZGM,424,48,38.91758869,1.23337549,1.175223,1.1932564,0.8975
00AZGN,425,17,27.22212918,0.62449193,0.767711125,0.779453875,0.05975
00AZGP,426,44,32.75721682,1.343215458,1.243136225,1.262196125,0.94925
00AZGQ,427,30,30.52281806,0.982871239,0.985300025,1.000400925,0.4745
00AZGR,428,36,23.35135549,1.541666393,1.35253015,1.3731663,0.97975
00AZGS,429,33,32.51820514,1.014816158,1.007157525,1.022661925,0.54275
00AZGT,430,24,27.35549706,0.877337376,0.9172705,0.93129745,0.30675
00AZGU,431,40,35.67637175,1.121190245,1.083883675,1.100518325,0.739
00AZGW,432,19,26.83114034,0.708132407,0.816804425,0.829335975,0.10525
00AZGX,433,49,36.93074578,1.326807758,1.2385251,1.25747665,0.94975
00BAFX,434,25,20.55382611,1.216318551,1.132043525,1.149374075,0.78175
00BAFY,435,17,30.46982751,0.557928987,0.7188321,0.729812525,0.02
00BAFZ,436,19,19.14314128,0.992522581,0.99325445,1.008482625,0.49475
00BAGA,437,30,28.35033708,1.058188476,1.04249245,1.05843575,0.62025
00BAGB,438,22,20.14883909,1.091874321,1.055966375,1.07211065,0.63525
00BAGC,439,31,24.31721021,1.274817289,1.171794675,1.1897843,0.849
00BAGD,440,14,22.32879202,0.626993166,0.779821475,0.7917398,0.07825
00BAGE,441,17,25.10873946,0.677055096,0.8038001,0.816093725,0.10175
00BAGF,442,15,17.36942945,0.863586224,0.9289948,0.9432488,0.339
00BAGG,443,19,24.06851639,0.789413011,0.872073475,0.8854233,0.2165
00BAGH,444,19,27.48985837,0.691163983,0.804722275,0.81705485,0.0975
00BAGJ,445,18,26.99159568,0.666874245,0.7896438,0.801748225,0.081
00BAGK,446,20,24.64940702,0.811378545,0.88292295,0.896388075,0.24225
00BAGL,447,29,29.63146885,0.978689249,0.984705475,0.9997656,0.472
00BAGM,448,18,27.44158331,0.655938828,0.78345495,0.795417175,0.07175
00BAGN,449,45,31.44568449,1.431038972,1.309373025,1.32946625,0.9775
00BAGP,450,24,18.04407447,1.330076532,1.19775395,1.216086275,0.85875
00BAGQ,451,19,32.97891791,0.576125634,0.71713815,0.728100025,0.02075
00BAGR,452,25,26.74680903,0.934690937,0.9597928,0.974513,0.42025
00BAGS,453,16,20.47695523,0.781366166,0.874818425,0.888223625,0.2275
00BBGB,454,12,17.84265733,0.672545562,0.83126455,0.84395585,0.16275
00BBGC,455,25,25.63077297,0.975390014,0.98202355,0.997062725,0.462
00BBGD,456,43,26.4393857,1.626361539,1.4300856,1.4519663,0.99225
00BBGE,457,42,24.73717599,1.697849424,1.465772875,1.48826195,0.996
00BBGF,458,33,22.2085804,1.485912175,1.308225525,1.3282586,0.962
00BBGG,459,27,24.90599347,1.08407641,1.055175925,1.071391375,0.6325
00BBGH,460,22,19.19340033,1.146227329,1.0888004,1.1054572,0.69725
00BBGJ,461,36,28.00346235,1.28555532,1.19082095,1.209123325,0.88525
00BBGK,462,27,24.37405432,1.107735285,1.068320925,1.0846896,0.672
00BBGL,463,24,25.24611231,0.950641418,0.966537,0.981337825,0.42875
00BBGM,464,20,20.09884514,0.995082049,0.997885525,1.013137775,0.5015
00BBGN,465,14,21.21690693,0.65985113,0.805135475,0.817461225,0.10625
00BBGP,466,34,25.06450238,1.356500101,1.234975225,1.253872325,0.92625
00BBGQ,467,33,23.90572354,1.380422557,1.246048525,1.265159975,0.9245
00BBGR,468,29,25.28681914,1.146842544,1.09532015,1.11208295,0.73225
00BBGS,469,39,24.69710442,1.57913249,1.38492775,1.4061467,0.987
00BBGT,470,15,9.478205071,1.582578124,1.246820225,1.265896225,0.864
00BBGU,471,28,24.03352146,1.165039424,1.1064989,1.123509575,0.74375
00BBGW,472,26,24.12033768,1.077928524,1.044387125,1.06039115,0.625
00BBGX,473,40,24.62519641,1.624352526,1.4137557,1.43541825,0.9935
00BCFY,474,28,36.26560342,0.772081459,0.839717175,0.8525683,0.12525
00BCFZ,475,31,37.74925893,0.821208174,0.87193185,0.885306125,0.18275
00BCGA,476,25,31.70544056,0.788508204,0.859278725,0.8724344,0.175
00BCGB,477,29,33.10047358,0.876120395,0.91437515,0.9283814,0.28275
00BCGC,478,12,27.88236216,0.430379605,0.651299875,0.6612292,0.0065
00BCGD,479,30,38.17003642,0.785956808,0.8467082,0.859656325,0.135
00BCGE,480,16,23.19309395,0.689860526,0.817274625,0.82978005,0.11775
00BCGF,481,14,34.40585135,0.40690753,0.6124818,0.6218391,0.001
00BCGG,482,30,33.06861392,0.90720464,0.9345206,0.9488261,0.34275
00BCGH,483,29,40.4428472,0.717061286,0.79625775,0.808482975,0.06375
00BCGJ,484,12,23.16894694,0.517934632,0.720379475,0.7313688,0.03175
00BCGK,485,41,42.04586452,0.975125627,0.9817535,0.99680885,0.4675
00BCGL,486,24,26.08145066,0.920194214,0.948391275,0.96291365,0.384
00BCGM,487,18,34.3650776,0.523787556,0.6813618,0.69179225,0.007
00BCGN,488,23,39.37421604,0.584138614,0.7062895,0.717124675,0.01
00BCGP,489,29,31.44985945,0.92210269,0.946711675,0.961206625,0.37125
00BCGQ,490,23,27.20984327,0.84528234,0.900982625,0.9147793,0.26075
00BCGR,491,30,26.8139646,1.118820005,1.0734225,1.089839375,0.68825
00BCGS,492,36,40.64663311,0.885682214,0.915431425,0.929446475,0.27475
00BCGT,493,22,25.22191048,0.872257477,0.9207221,0.93484955,0.31875
00BCGU,494,31,36.20072343,0.856336478,0.89760045,0.911337025,0.238
00BDFW,495,18,27.8939831,0.645300456,0.780083375,0.791999925,0.06525
00BDFX,496,21,27.65083786,0.759470657,0.846347525,0.859266225,0.15625
00BDFY,497,27,24.60932589,1.097145047,1.05761855,1.073842675,0.65025
00BDFZ,498,40,36.4816974,1.096440211,1.066947975,1.083309075,0.6995
00BDGA,499,25,29.8830176,0.836595565,0.8945234,0.908196725,0.247
00BDGB,500,27,28.47128371,0.948323942,0.964688025,0.9794416,0.42875
00BDGC,501,19,27.9285581,0.68030723,0.79709965,0.80930265,0.093
00BDGD,502,31,30.72280023,1.009022608,1.00418315,1.019567675,0.539
00BDGE,503,26,28.70769666,0.905680463,0.9376446,0.952029375,0.355
00BDGF,504,33,26.22955647,1.258122685,1.1661177,1.18395585,0.85525
00BDGG,505,28,27.23756251,1.027992134,1.014148875,1.0296402,0.549
00BDGH,506,19,22.26462409,0.853371695,0.910406375,0.924348475,0.30275
00BDGJ,507,30,29.51618654,1.016391462,1.0088086,1.024277375,0.54275
00BDGK,508,12,22.56673638,0.531756112,0.731880475,0.743075775,0.03725
00BDGL,509,23,25.67302469,0.895881973,0.93086135,0.945048025,0.33425
00BDGM,510,25,25.31251246,0.987653835,0.9863924,1.0014682,0.48075
00BDGN,511,24,26.47446262,0.906533981,0.94032905,0.95468135,0.3655
00BDGP,512,30,29.32841195,1.022898889,1.0160281,1.031590425,0.5605
00BEGC,513,30,22.02830697,1.361884054,1.22632255,1.24509515,0.90475
00BEGD,514,37,27.79471526,1.331188309,1.224551125,1.24331145,0.9285
00BEGE,515,35,27.15079393,1.289096742,1.1972451,1.215653575,0.89725
00BEGF,516,35,21.94112669,1.595177882,1.38246845,1.403686975,0.9815
00BEGG,517,26,30.41047243,0.854968632,0.9026858,0.916547225,0.26925
00BEGH,518,23,24.23955019,0.948862492,0.970194325,0.9850223,0.4485
00BEGJ,519,40,27.06203579,1.4780854,1.329156575,1.349553325,0.98
00BEGK,520,38,26.24859502,1.447696533,1.302249975,1.322188525,0.9615
00BEGL,521,49,25.66528829,1.909193438,1.6330855,1.6580725,1
00BEGM,522,54,32.4509653,1.664049112,1.4867723,1.509607275,0.99925
00BEGN,523,37,31.38580274,1.178876969,1.127384425,1.14469345,0.811
00BEGP,524,28,29.00274379,0.965425899,0.9772146,0.9921413,0.45475
00BEGQ,525,19,20.11864936,0.944397393,0.96612045,0.98095195,0.427
00BEGR,526,23,26.24464209,0.876369353,0.917579475,0.931642925,0.31325
00BEGS,527,36,24.88224038,1.446815056,1.293098225,1.312943275,0.96
00BEGT,528,38,24.26217243,1.566224134,1.376136375,1.397248675,0.98225
00BEGU,529,39,25.33824523,1.539175252,1.356979075,1.3778215,0.9835
00BEGW,530,19,22.37322218,0.849229487,0.910462875,0.924395225,0.302
00BEGX,531,31,17.23577224,1.798584918,1.471178575,1.4937278,0.99
00BEGY,532,30,31.07915803,0.965277115,0.974963125,0.98987345,0.45175
00BEGZ,533,25,27.50453798,0.908940918,0.942375775,0.95679965,0.36525
00BFGC,534,25,27.94066105,0.894753347,0.931875625,0.94613455,0.3315
00BFGD,535,28,29.22836235,0.957973617,0.97181325,0.9866997,0.44225
00BFGE,536,30,31.37203602,0.956265637,0.968815425,0.98361735,0.428
00BFGF,537,27,29.42794315,0.917495316,0.945247725,0.95973795,0.3665
00BFGG,538,22,28.70852299,0.766322949,0.848047525,0.861015975,0.16225
00BFGH,539,30,38.37824315,0.781692895,0.8453816,0.8583577,0.134
00BFGJ,540,22,33.37836849,0.659109507,0.77203205,0.7839188,0.049
00BFGK,541,51,28.04750299,1.818343687,1.5756987,1.5998886,0.99975
00BFGL,542,24,29.11758011,0.82424432,0.881856,0.895377675,0.22425
00BFGM,543,33,24.91323554,1.324597118,1.21104705,1.22958515,0.897
00BFGN,544,22,31.42706596,0.700033533,0.802050425,0.814309825,0.07925
00BFGP,545,36,33.48362836,1.075152299,1.050795975,1.06690215,0.652
00BFGQ,546,31,29.44137298,1.052940025,1.0323014,1.048085625,0.58925
00BFGR,547,33,27.51127817,1.199508063,1.134162325,1.151559825,0.8065
00BFGS,548,34,27.23392443,1.248442915,1.165828825,1.1836536,0.859
00BFGT,549,33,34.12463786,0.967043229,0.97515415,0.990075225,0.4445
00BFGU,550,25,23.67996532,1.055744789,1.034465475,1.05034605,0.59125
00BFGW,551,24,27.65460278,0.8678483,0.916869725,0.930953525,0.3005
00BGFW,552,34,23.7731396,1.430185519,1.283961475,1.30360675,0.94975
00BGFX,553,26,20.44171699,1.271908814,1.162547525,1.180326675,0.82625
00BGFY,554,29,19.92385871,1.45554134,1.27920975,1.298797475,0.94125
00BGFZ,555,36,23.82190359,1.511214243,1.3370267,1.357518575,0.96525
00BGGA,556,41,23.86164201,1.718238837,1.4829728,1.50576985,0.99625
00BGGB,557,30,20.03357435,1.497486144,1.299840475,1.319705125,0.95225
00BGGC,558,53,28.09439322,1.886497409,1.6311055,1.65618425,1
00BGGD,559,44,25.87635303,1.700394177,1.480376375,1.5030503,0.99675
00BGGE,560,41,27.50099431,1.490855186,1.332353225,1.35281275,0.9835
00BGGF,561,26,19.41884907,1.338905303,1.197441175,1.215763175,0.8705
00BGGG,562,20,15.86431133,1.260691346,1.133594625,1.15094785,0.7585
00BGGH,563,71,32.21679942,2.203819165,1.91368525,1.94306725,1
00BGGJ,564,16,18.44329804,0.8675238,0.930736925,0.945023325,0.34575
00BGGK,565,25,20.01831542,1.248856334,1.15456695,1.17226265,0.80275
00BGGL,566,16,14.43706315,1.108258642,1.055754925,1.071959675,0.6235
00BGGM,567,37,24.63211051,1.502104336,1.329383175,1.34973455,0.97575
00BGGN,568,29,20.49329391,1.415097062,1.2559117,1.27520205,0.92425
00BHFX,569,18,21.44048651,0.839533188,0.906830375,0.9207278,0.288
00BHFY,570,24,18.29796447,1.311621303,1.1810649,1.199123725,0.85025
00BHFZ,571,19,25.47154314,0.745930464,0.842804725,0.85571755,0.1565
00BHGA,572,30,40.18001994,0.746639749,0.813807375,0.8262364,0.0845
00BHGB,573,35,34.9321823,1.00194141,0.999465075,1.014780325,0.5245
00BHGC,574,17,22.90671123,0.742140582,0.844733675,0.85767145,0.1665
00BHGD,575,16,22.2071373,0.720489083,0.836860425,0.849620475,0.1645
00BHGE,576,23,27.0265259,0.851015779,0.90299815,0.916834575,0.276
00BHGF,577,38,34.75499481,1.093368024,1.069052125,1.08542045,0.70125
00BHGG,578,25,22.37367949,1.117384381,1.070067925,1.0864233,0.658
00BHGH,579,24,22.633161,1.06039099,1.034172875,1.049973925,0.596
00BHGJ,580,18,25.90098693,0.694954213,0.8124101,0.82488375,0.10525
00BHGK,581,24,33.63490276,0.713544504,0.807859225,0.820244625,0.08275
00BHGL,582,22,24.84293664,0.885563584,0.92967755,0.94386805,0.34075
00BHGM,583,23,21.4980118,1.069866377,1.042644075,1.058646575,0.60725
00BHGN,584,13,20.8518505,0.623445866,0.789929525,0.801977975,0.09425
00BHGP,585,14,20.75917866,0.674400478,0.819619125,0.8321108,0.12025
00BHGQ,586,41,30.03591548,1.365032473,1.255357475,1.274625575,0.9485
00BHGR,587,19,21.34427942,0.890168257,0.93726115,0.951552175,0.36
00BHGS,588,32,29.04719751,1.101655331,1.06774285,1.0840683,0.6895
00BJFZ,589,14,24.66036246,0.567712661,0.746404625,0.75779955,0.044
00BJGA,590,23,24.58332528,0.935593527,0.9615928,0.976318675,0.4145
00BJGB,591,40,27.37321479,1.461282509,1.31363385,1.333721025,0.969
00BJGC,592,24,34.43059527,0.69705446,0.7914567,0.803547725,0.06375
00BJGD,593,33,21.50538698,1.534499241,1.332934625,1.35337705,0.9675
00BJGE,594,29,33.39107464,0.868495558,0.90558425,0.9194431,0.2675
00BJGF,595,29,27.56813825,1.051939008,1.034554475,1.050411525,0.60075
00BJGG,596,56,29.94942316,1.869818984,1.63126075,1.6563281,0.99975
00BJGH,597,32,29.63473202,1.07981405,1.050946625,1.06706855,0.64575
00BJGJ,598,20,22.16462709,0.902338664,0.9420992,0.956493,0.36325
00BJGK,599,38,25.94807448,1.464463193,1.30960295,1.329710025,0.96825
00BJGL,600,65,40.00636519,1.624741455,1.4821986,1.50486775,1
00BJGM,601,42,29.99734795,1.400123773,1.279672175,1.29927575,0.9665
00BJGN,602,43,24.1608247,1.779740573,1.52918195,1.5527,0.99875
00BJGP,603,27,28.59794579,0.944123756,0.9610796,0.97583215,0.41125
00BJGQ,604,24,26.09301142,0.919786514,0.94717805,0.961701725,0.38175
00BJGR,605,37,28.88912738,1.280758658,1.190160675,1.208414375,0.888
00BJGS,606,31,27.56478055,1.124623501,1.07841355,1.09492105,0.70525
00BJGT,607,30,33.10143355,0.906305159,0.9359126,0.95020655,0.3475
00BJGU,608,38,39.96945722,0.950725945,0.964014225,0.978789625,0.41525
00BKGA,609,30,30.96677857,0.968780138,0.975908175,0.990807425,0.45325
00BKGB,610,15,19.12637214,0.784257458,0.8779608,0.89139695,0.2305
00BKGC,611,23,29.98764617,0.766982506,0.848921225,0.861907675,0.15125
00BKGD,612,30,27.50560175,1.090686918,1.057720675,1.07392,0.66025
00BKGE,613,36,27.43887469,1.312007158,1.20836,1.2268419,0.9045
00BKGF,614,31,18.7055313,1.657263806,1.39728765,1.418646975,0.98375
00BKGG,615,23,26.17018142,0.878862841,0.9251461,0.939308425,0.32725
00BKGH,616,20,32.29669445,0.619258421,0.7470086,0.75844305,0.03575
00BKGJ,617,19,26.59514144,0.714416204,0.82126775,0.833843625,0.12375
00BKGK,618,22,19.842739,1.108717904,1.066089825,1.082432425,0.66025
00BKGL,619,18,22.84938059,0.787767525,0.8754074,0.888812525,0.2205
00BKGM,620,13,26.14814752,0.497167151,0.6971733,0.70784665,0.01675
00BKGN,621,30,21.74131853,1.379861114,1.237152125,1.25612495,0.91025
00BKGP,622,39,40.73976128,0.957295742,0.965890325,0.98071215,0.42325
00BKGQ,623,31,29.06283959,1.066654203,1.04444935,1.06037205,0.6325
00BKGR,624,18,29.32945811,0.613717442,0.753127975,0.7646577,0.04175
00BKGS,625,31,26.34942492,1.176496265,1.116370375,1.133421425,0.7765
00BKGT,626,30,22.06116392,1.359855722,1.223249175,1.24198045,0.89675
00BKGU,627,38,23.10047551,1.644987783,1.42373515,1.44556055,0.99325
00BKGW,628,21,28.7658371,0.73003264,0.823317875,0.83596415,0.12275
